Village,Year,Crop,Rainfall_Q1,Temp_Q1,Pest_Q1,Rainfall_Q2,Temp_Q2,Pest_Q2,Rainfall_Q3,Temp_Q3,Pest_Q3,Rainfall_Q4,Temp_Q4,Pest_Q4,Harvest_Quarter,Annual_Yield_hg_per_ha
Mandya,2005,Wheat,48.74,27.84,33.49,141.6,29.16,32.93,570.42,24.04,27.49,188.73,23.84,16.74,Q4,850250
Mandya,2006,Bengal Gram,49.49,28.73,3.6,152.42,27.28,12.98,613.54,28.08,28.61,205.43,25.91,5.75,Q4,48620
Mandya,2006,Paddy,51.0,28.1,2.4,153.0,29.51,11.98,612.0,26.7,28.74,204.0,27.26,4.79,Q4,48620
Mandya,2006,Sugarcane,51.0,28.1,34.74,153.0,29.51,34.74,612.0,26.7,28.95,204.0,27.26,17.37,Q4,920810
Mandya,2006,Turmeric,48.51,27.86,4.4,153.61,30.69,12.99,610.19,23.86,29.5,204.17,25.53,5.0,Q4,48620
Mandya,2007,Millet,42.54,27.99,30.98,130.84,29.26,31.22,533.66,24.03,25.83,180.98,28.42,18.17,Q4,795390
Mandya,2007,Paddy,44.5,27.9,2.21,133.5,29.3,11.03,534.0,26.51,26.46,178.0,27.06,4.41,Q4,45290
Mandya,2007,Sugarcane,44.5,27.9,32.46,133.5,29.3,32.46,534.0,26.51,27.05,178.0,27.06,16.23,Q4,795390
Mandya,2007,Turmeric,46.35,28.9,1.52,132.29,27.93,9.34,536.49,25.36,25.99,179.47,27.05,6.3,Q4,45290
Mandya,2008,Bengal Gram,54.38,29.89,34.19,164.93,29.16,34.82,658.95,25.51,28.52,219.12,28.09,19.8,Q4,980220
Mandya,2008,Paddy,55.0,27.2,2.48,165.0,28.56,12.38,660.0,25.84,29.7,220.0,26.38,4.95,Q4,49800
Mandya,2008,Sugarcane,55.0,27.2,36.03,165.0,28.56,36.03,660.0,25.84,30.03,220.0,26.38,18.02,Q4,980220
Mandya,2008,Tomato,55.79,24.27,35.61,167.71,30.69,34.94,657.3,27.5,28.2,217.8,24.52,19.21,Q4,980220
Mandya,2009,Paddy,46.5,28.5,2.31,139.5,29.93,11.53,558.0,27.08,27.66,186.0,27.65,4.61,Q4,45830
Mandya,2009,Pepper,46.95,31.4,3.89,137.06,29.44,10.08,557.55,25.5,28.68,187.33,30.38,4.95,Q4,45830
Mandya,2009,Sugarcane,46.5,28.5,33.69,139.5,29.93,33.69,558.0,27.08,28.08,186.0,27.65,16.85,Q4,820650
Mandya,2009,Tomato,43.55,29.24,35.6,140.31,28.3,31.82,556.17,24.68,28.52,183.54,27.97,18.23,Q4,820650
Mandya,2010,Paddy,52.5,27.6,2.44,157.5,28.98,12.2,630.0,26.22,29.28,210.0,26.77,4.88,Q4,49100
Mandya,2010,Sugarcane,52.5,27.6,35.55,157.5,28.98,35.55,630.0,26.22,29.63,210.0,26.77,17.78,Q4,955760
Mandya,2010,Tomato,53.28,29.42,2.95,156.42,26.57,12.67,628.96,24.36,27.92,210.14,24.21,4.3,Q4,49100
Mandya,2010,Turmeric,54.93,25.49,33.94,155.12,31.02,35.05,630.29,24.08,27.75,208.73,29.03,17.87,Q4,955760
Mandya,2011,Millet,39.74,26.14,32.7,128.87,29.61,33.46,509.39,26.45,25.96,168.81,30.54,14.95,Q4,750180
Mandya,2011,Paddy,42.5,28.8,2.16,127.5,30.24,10.8,510.0,27.36,25.92,170.0,27.94,4.32,Q4,44180
Mandya,2011,Sugarcane,42.5,28.8,31.71,127.5,30.24,31.71,510.0,27.36,26.43,170.0,27.94,15.86,Q4,750180
Mandya,2011,Tomato,43.91,29.12,1.87,127.9,33.22,9.07,508.55,30.26,27.36,167.8,27.29,5.26,Q4,44180
Mandya,2012,Paddy,57.5,27.0,2.57,172.5,28.35,12.83,690.0,25.65,30.78,230.0,26.19,5.13,Q4,51200
Mandya,2012,Sugarcane,57.5,27.0,37.62,172.5,28.35,37.62,690.0,25.65,31.35,230.0,26.19,18.81,Q4,1050000
Mandya,2012,Tomato,59.39,28.88,0.97,173.27,27.97,10.96,687.9,23.0,29.47,230.42,28.63,5.98,Q4,51200
Mandya,2012,Turmeric,55.02,28.6,39.35,171.61,28.06,38.68,692.38,23.31,31.4,228.32,25.17,17.53,Q4,1050000
Mandya,2013,Millet,46.46,27.5,3.47,146.67,28.56,12.02,586.45,25.2,29.21,198.51,29.77,4.73,Q4,47580
Mandya,2013,Paddy,49.0,27.8,2.36,147.0,29.19,11.8,588.0,26.41,28.32,196.0,26.97,4.72,Q4,47580
Mandya,2013,Sugarcane,49.0,27.8,34.38,147.0,29.19,34.38,588.0,26.41,28.65,196.0,26.97,17.19,Q4,880580
Mandya,2013,Wheat,47.25,29.22,33.83,145.88,29.17,34.97,587.79,29.08,27.62,197.22,24.74,17.42,Q4,880580
Mandya,2014,Paddy,45.5,28.2,2.28,136.5,29.61,11.38,546.0,26.79,27.3,182.0,27.35,4.55,Q4,45620
Mandya,2014,Sugarcane,45.5,28.2,32.97,136.5,29.61,32.97,546.0,26.79,27.48,182.0,27.35,16.49,Q4,810120
Mandya,2014,Turmeric,46.33,31.11,1.79,139.1,27.09,12.48,547.81,27.69,26.5,179.59,27.84,5.37,Q4,45620
Mandya,2014,Wheat,48.45,27.96,4.09,136.89,27.51,11.56,547.5,26.03,27.42,184.33,24.44,4.24,Q4,45620
Mandya,2015,Bengal Gram,43.49,32.06,32.42,120.5,30.87,29.12,492.61,29.08,27.47,165.42,26.63,15.9,Q4,720440
Mandya,2015,Paddy,41.0,29.1,2.12,123.0,30.56,10.58,492.0,27.65,25.38,164.0,28.23,4.23,Q4,43140
Mandya,2015,Sugarcane,41.0,29.1,30.72,123.0,30.56,30.72,492.0,27.65,25.6,164.0,28.23,15.36,Q4,720440
Mandya,2015,Turmeric,42.48,30.07,3.59,124.48,29.65,11.27,490.82,26.26,25.03,162.87,29.1,6.06,Q4,43140
Mandya,2016,Millet,56.72,28.12,35.35,163.68,27.98,37.37,646.41,27.34,30.28,215.76,29.51,16.96,Q4,960940
Mandya,2016,Paddy,54.0,27.4,2.46,162.0,28.77,12.28,648.0,26.03,29.46,216.0,26.58,4.91,Q4,49540
Mandya,2016,Sugarcane,54.0,27.4,35.91,162.0,28.77,35.91,648.0,26.03,29.93,216.0,26.58,17.96,Q4,960940
Mandya,2016,Wheat,51.15,27.07,35.89,163.36,26.84,37.02,648.06,28.87,28.32,213.46,24.27,18.61,Q4,960940
Mandya,2017,Paddy,50.0,28.0,2.4,150.0,29.4,12.0,600.0,26.6,28.8,200.0,27.16,4.8,Q4,48000
Mandya,2017,Sugarcane,50.0,28.0,34.86,150.0,29.4,34.86,600.0,26.6,29.05,200.0,27.16,17.43,Q4,895000
Mandya,2017,Sunflower,49.27,28.25,3.52,149.43,31.87,10.37,599.4,28.77,27.02,202.45,27.24,4.42,Q4,48000
Mandya,2017,Tomato,51.9,26.57,0.93,149.32,29.47,10.97,597.7,26.48,29.49,197.91,27.08,3.13,Q4,48000
Mandya,2018,Bengal Gram,50.78,30.44,35.12,142.84,28.33,35.23,574.77,24.75,29.74,192.39,26.87,17.46,Q4,865680
Mandya,2018,Paddy,48.0,28.3,2.34,144.0,29.72,11.68,576.0,26.89,28.02,192.0,27.45,4.67,Q4,46880
Mandya,2018,Pepper,49.38,28.19,1.33,144.18,27.57,9.86,575.18,24.78,28.04,189.69,27.82,4.34,Q4,46880
Mandya,2018,Sugarcane,48.0,28.3,34.14,144.0,29.72,34.14,576.0,26.89,28.45,192.0,27.45,17.07,Q4,865680
Mandya,2019,Bengal Gram,53.25,27.97,0.66,166.55,27.92,14.52,673.91,25.85,28.89,221.06,23.71,5.59,Q4,50510
Mandya,2019,Onion,58.47,27.26,35.64,167.03,28.87,35.09,671.17,28.24,31.77,222.43,24.96,16.5,Q4,1015310
Mandya,2019,Paddy,56.0,27.1,2.52,168.0,28.46,12.6,672.0,25.75,30.24,224.0,26.29,5.04,Q4,50510
Mandya,2019,Sugarcane,56.0,27.1,36.75,168.0,28.46,36.75,672.0,25.75,30.63,224.0,26.29,18.38,Q4,1015310
Mandya,2020,Paddy,51.5,27.7,2.42,154.5,29.09,12.08,618.0,26.32,28.98,206.0,26.87,4.83,Q4,48570
Mandya,2020,Sugarcane,51.5,27.7,35.19,154.5,29.09,35.19,618.0,26.32,29.33,206.0,26.87,17.6,Q4,930370
Mandya,2020,Sunflower,53.69,27.9,37.07,151.57,30.84,35.12,620.9,27.1,27.7,206.73,26.25,18.23,Q4,930370
Mandya,2020,Turmeric,51.39,29.37,34.32,157.18,29.56,34.54,617.64,25.71,28.64,204.17,28.8,17.57,Q4,930370
Mandya,2021,Millet,48.19,28.19,33.69,139.74,30.29,34.61,561.19,26.5,27.18,190.84,27.03,17.85,Q4,835960
Mandya,2021,Onion,45.56,31.29,34.93,138.87,30.6,31.53,566.12,28.19,28.84,185.06,30.16,18.43,Q4,835960
Mandya,2021,Paddy,47.0,28.6,2.32,141.0,30.03,11.6,564.0,27.17,27.84,188.0,27.74,4.64,Q4,46160
Mandya,2021,Sugarcane,47.0,28.6,33.42,141.0,30.03,33.42,564.0,27.17,27.85,188.0,27.74,16.71,Q4,835960
Mandya,2022,Onion,56.35,27.22,36.83,157.52,26.81,34.45,639.03,28.87,29.69,215.67,27.58,18.26,Q4,970630
Mandya,2022,Paddy,53.5,27.3,2.5,160.5,28.67,12.5,642.0,25.94,30.0,214.0,26.48,5.0,Q4,50030
Mandya,2022,Pepper,52.96,25.38,3.04,160.64,31.36,12.41,643.82,26.38,29.22,211.13,26.78,5.03,Q4,50030
Mandya,2022,Sugarcane,53.5,27.3,36.3,160.5,28.67,36.3,642.0,25.94,30.25,214.0,26.48,18.15,Q4,970630
Mandya,2023,Paddy,45.0,28.9,2.24,135.0,30.35,11.2,540.0,27.46,26.88,180.0,28.03,4.48,Q4,44990
Mandya,2023,Pepper,45.61,29.65,31.84,137.51,32.5,32.35,537.11,27.8,28.13,179.32,30.71,14.93,Q4,800890
Mandya,2023,Sugarcane,45.0,28.9,32.13,135.0,30.35,32.13,540.0,27.46,26.78,180.0,28.03,16.07,Q4,800890
Mandya,2023,Sunflower,47.76,28.04,30.4,136.39,30.88,31.37,541.88,28.79,27.23,177.25,29.0,15.9,Q4,800890
Mandya,2024,Onion,58.59,24.82,2.58,175.56,27.16,14.89,707.61,24.05,31.53,234.2,23.38,3.81,Q4,52180
Mandya,2024,Paddy,59.0,26.8,2.61,177.0,28.14,13.03,708.0,25.46,31.26,236.0,26.0,5.21,Q4,52180
Mandya,2024,Sugarcane,59.0,26.8,38.46,177.0,28.14,38.46,708.0,25.46,32.05,236.0,26.0,19.23,Q4,1085180
Mandya,2024,Wheat,59.45,26.01,37.41,179.59,27.12,39.45,709.28,24.47,31.23,238.41,27.42,18.93,Q4,1085180
Mangalagiri,2007,Millet,92.86,27.76,23.51,391.74,29.01,29.96,1167.22,25.48,15.72,296.1,30.19,24.27,Q4,19350
Mangalagiri,2007,Paddy,34.83,21.96,26.03,103.93,22.15,35.41,413.75,28.53,6.0,140.68,23.19,7.48,Q2,81590
Mangalagiri,2007,Tomato,63.42,18.61,17.47,255.47,29.73,21.02,747.44,22.54,12.45,191.99,25.68,8.42,Q4,9520
Mangalagiri,2007,Wheat,12.79,27.64,-0.49,68.31,27.76,17.31,363.81,27.2,26.2,74.62,30.88,3.27,Q4,34420
Mangalagiri,2011,Bengal Gram,24.11,28.07,29.68,81.61,24.81,30.3,453.68,22.92,22.58,97.21,24.17,12.26,Q4,675030
Mangalagiri,2011,Maize,37.51,28.93,-0.74,104.98,27.29,5.85,443.87,28.66,23.82,145.82,24.37,2.43,Q4,20890
Mangalagiri,2011,Mango,17.24,33.87,0.71,65.81,29.84,8.65,353.94,26.8,17.47,81.79,24.81,3.98,Q4,13370
Mangalagiri,2011,Millet,19.82,23.47,3.86,71.59,31.54,13.22,434.16,23.06,22.77,92.5,28.51,4.08,Q4,16320
Mangalagiri,2016,Bengal Gram,15.78,23.08,0.29,77.64,34.22,15.94,443.0,27.27,26.86,91.59,28.44,4.09,Q4,40340
Mangalagiri,2016,Cotton,38.48,29.37,26.69,108.75,28.46,37.0,416.75,26.04,6.43,135.53,26.85,8.8,Q2,83000
Mangalagiri,2016,Jowar,18.87,28.47,0.47,59.88,25.33,15.25,372.91,26.0,26.51,76.61,29.63,6.33,Q4,34420
Mangalagiri,2016,Potato,68.09,22.28,21.69,291.87,24.25,22.97,874.98,23.47,11.69,212.63,26.91,10.42,Q4,11020
Mangalagiri,2020,Bengal Gram,32.48,28.48,1.18,110.78,20.03,9.72,432.53,25.86,18.89,142.22,23.54,1.6,Q4,20460
Mangalagiri,2020,Millet,74.3,28.62,13.73,279.32,17.77,6.27,852.19,23.92,14.4,217.17,21.48,24.43,Q4,165400
Mangalagiri,2020,Paddy,25.07,28.16,9.78,84.31,27.58,63.96,480.06,23.88,68.58,105.28,32.91,16.11,Q4,19860
Mangalagiri,2020,Pepper,56.41,25.22,17.93,221.61,24.42,18.68,675.07,22.23,11.58,167.08,20.99,10.27,Q4,8420
Mangalagiri,2021,Arecanut,17.4,31.52,2.22,73.16,28.37,10.66,450.69,26.66,24.01,92.91,25.91,5.16,Q4,16840
Mangalagiri,2021,Mango,20.97,26.49,0.32,100.31,21.03,11.15,559.97,17.76,30.44,112.54,28.59,7.9,Q4,24750
Mangalagiri,2021,Onion,56.0,28.66,15.11,223.84,29.81,7.3,672.12,22.58,10.11,170.67,20.04,22.09,Q4,137400
Mangalagiri,2021,Tomato,99.37,24.22,24.18,411.11,23.51,30.22,1250.81,29.18,17.86,315.65,18.41,26.96,Q4,20380
Mangalagiri,2023,Cotton,49.09,32.22,2.01,145.37,28.67,10.05,595.36,25.01,27.19,205.24,24.49,5.21,Q4,48000
Mangalagiri,2023,Millet,22.92,26.26,-1.23,89.62,25.48,16.6,485.86,24.45,31.39,105.31,29.83,2.44,Q4,43800
Mangalagiri,2023,Paddy,14.38,24.95,1.66,72.53,31.91,13.88,445.02,27.59,20.23,93.38,31.36,2.61,Q4,16840
Mangalagiri,2023,Sunflower,37.0,28.58,1.18,106.02,31.91,5.87,445.47,29.58,24.35,148.7,28.67,6.25,Q4,20890
Manjeshwar,2006,Cotton,98.04,19.76,23.21,414.26,23.31,28.84,1227.13,21.98,21.46,310.5,20.66,24.94,Q4,20150
Manjeshwar,2006,Paddy,55.84,28.32,2.2,165.97,27.09,14.31,652.16,21.19,28.11,219.13,23.65,2.66,Q4,49540
Manjeshwar,2006,Sugarcane,22.72,29.05,2.22,81.97,32.31,8.44,453.8,30.54,23.4,97.5,30.58,5.28,Q4,20030
Manjeshwar,2006,Tomato,20.44,21.39,29.55,86.89,25.11,32.04,529.17,28.42,28.04,114.68,22.47,15.87,Q4,800350
Manjeshwar,2010,Arecanut,19.34,29.01,2.36,79.49,30.82,13.67,458.62,28.93,24.08,96.39,24.72,2.06,Q4,17460
Manjeshwar,2010,Jowar,22.29,26.04,26.63,69.38,28.45,26.48,426.59,30.56,24.2,94.85,30.64,13.45,Q4,630910
Manjeshwar,2010,Onion,68.36,22.41,20.92,286.47,20.92,24.96,849.86,19.26,15.41,211.18,21.74,11.01,Q4,10790
Manjeshwar,2010,Sunflower,49.96,25.48,34.13,140.59,24.53,34.48,566.73,29.47,26.38,189.24,29.94,14.29,Q4,850250
Manjeshwar,2011,Jowar,25.77,33.07,2.2,82.56,29.38,12.74,501.66,27.58,27.64,104.79,25.15,2.57,Q4,46390
Manjeshwar,2011,Pepper,12.19,31.45,-1.12,66.28,24.63,13.85,371.12,22.75,28.18,80.8,24.02,2.13,Q4,34420
Manjeshwar,2011,Ragi,58.81,25.22,40.13,179.82,28.72,39.19,707.12,24.69,31.26,239.78,25.08,20.73,Q4,1085180
Manjeshwar,2011,Wheat,49.4,23.47,31.23,146.08,33.13,33.17,572.63,26.41,29.49,191.65,29.39,18.29,Q4,850250
Manjeshwar,2013,Coffee,108.17,29.08,23.69,428.57,30.56,31.72,1293.34,17.23,17.25,322.03,18.78,24.7,Q4,20950
Manjeshwar,2013,Cotton,50.76,24.11,33.09,150.53,29.93,33.07,614.41,23.42,31.23,201.09,28.17,16.77,Q4,930370
Manjeshwar,2013,Millet,33.12,25.68,30.6,108.27,22.76,37.68,445.53,22.69,8.62,147.3,24.51,6.72,Q2,89190
Manjeshwar,2013,Ragi,23.29,33.07,-0.1,76.96,22.45,9.39,458.58,30.12,27.0,97.09,31.78,0.65,Q4,20030
Manjeshwar,2017,Arecanut,33.03,23.38,28.59,101.46,25.18,32.95,404.49,21.83,9.0,133.6,29.29,8.9,Q2,80295
Manjeshwar,2017,Coffee,24.58,34.24,3.42,76.42,30.54,8.35,462.85,27.8,24.05,95.67,32.95,2.99,Q4,43910
Manjeshwar,2017,Mango,20.24,28.14,0.34,88.85,29.86,11.91,521.23,26.12,29.55,110.82,27.99,2.86,Q4,48160
Manjeshwar,2017,Potato,36.38,21.25,30.14,114.41,22.79,34.92,449.2,26.9,8.35,154.33,27.35,9.55,Q2,89190
Manjeshwar,2024,Coffee,34.33,22.4,0.87,100.5,26.71,7.61,401.47,21.24,19.99,136.81,30.11,3.52,Q4,18690
Manjeshwar,2024,Groundnut,20.9,36.72,9.47,62.9,30.87,52.5,379.6,22.47,58.79,81.51,33.26,14.67,Q4,15480
Manjeshwar,2024,Potato,92.35,22.26,3.46,364.68,27.71,13.14,1109.58,23.77,31.14,276.54,24.02,4.89,Q4,50150
Manjeshwar,2024,Turmeric,32.44,22.46,1.7,97.5,33.01,8.75,406.82,22.59,18.91,135.34,21.53,3.15,Q4,18785
Murud,2005,Coffee,50.16,23.33,35.94,145.2,26.61,33.29,579.71,28.3,26.48,194.1,27.3,18.01,Q4,865680
Murud,2005,Potato,10.1,27.59,0.45,58.58,30.41,9.1,345.75,28.79,16.81,75.35,24.08,4.52,Q4,13060
Murud,2005,Ragi,14.67,27.25,3.14,59.6,33.03,12.03,377.41,29.06,24.99,84.88,25.96,6.62,Q4,34970
Murud,2005,Turmeric,18.02,24.83,0.08,68.2,27.56,13.03,380.04,25.06,23.0,79.27,22.52,4.75,Q4,35600
Murud,2010,Cotton,14.8,24.8,25.52,78.44,29.3,25.96,429.4,28.91,21.62,92.3,22.65,12.03,Q4,645160
Murud,2010,Millet,13.34,28.68,0.59,68.24,32.66,9.54,388.98,32.34,23.5,81.03,26.48,5.53,Q4,38150
Murud,2010,Tomato,28.07,30.95,4.52,89.4,32.12,5.3,371.85,25.25,16.25,115.67,31.38,5.49,Q4,16950
Murud,2010,Turmeric,32.2,28.59,3.38,115.74,28.75,10.88,450.34,19.59,18.41,152.2,30.31,0.68,Q4,20580
Murud,2011,Coffee,34.71,20.16,-0.45,118.18,26.04,9.56,470.26,20.37,24.09,157.59,27.28,1.76,Q4,21450
Murud,2011,Jowar,14.79,27.15,2.9,70.29,34.06,13.5,403.52,31.1,26.08,87.66,31.36,6.7,Q4,36860
Murud,2011,Onion,36.61,28.7,3.96,126.57,35.53,12.07,488.39,25.42,26.04,165.77,25.55,2.95,Q4,43140
Murud,2011,Sunflower,48.73,29.47,34.8,163.56,31.49,36.6,637.62,23.14,31.49,216.81,26.05,20.12,Q4,970630
Murud,2014,Cotton,51.53,32.88,34.1,157.87,32.13,34.03,616.14,29.83,31.1,208.52,23.83,17.7,Q4,920810
Murud,2014,Groundnut,23.96,20.11,28.24,80.78,29.23,28.35,464.16,24.71,26.03,100.19,25.89,14.96,Q4,690240
Murud,2014,Potato,19.26,25.23,3.26,81.22,23.32,18.81,461.95,26.61,29.23,106.09,26.32,3.59,Q4,41560
Murud,2014,Wheat,16.89,24.15,-1.0,66.55,31.22,8.2,366.84,32.94,20.47,82.47,29.9,1.19,Q4,13920
Murud,2016,Jowar,18.05,29.75,1.22,64.93,35.21,9.91,390.57,25.56,21.5,83.19,26.79,4.42,Q4,14720
Murud,2016,Paddy,17.95,30.32,-0.06,72.18,38.09,9.79,410.04,33.26,26.76,89.8,31.05,2.66,Q4,40410
Murud,2016,Tomato,15.96,26.27,6.18,67.12,28.39,55.29,383.75,29.36,63.9,87.18,26.36,15.72,Q4,15850
Murud,2016,Wheat,104.4,22.25,0.47,392.63,20.94,12.62,1186.39,21.66,30.61,295.47,28.73,6.02,Q4,52380
Murud,2024,Groundnut,88.92,27.16,0.52,360.09,30.96,12.84,1087.51,22.87,30.53,275.65,25.37,5.49,Q4,49520
Murud,2024,Millet,23.12,25.97,1.9,88.51,32.51,9.22,477.39,29.65,28.99,99.41,31.35,5.07,Q4,45170
Murud,2024,Sunflower,106.59,30.19,25.87,433.64,23.39,28.72,1288.73,18.64,21.38,318.69,28.15,24.97,Q4,20950
Murud,2024,Turmeric,19.46,27.12,3.68,95.73,33.95,9.57,517.43,34.21,29.52,112.31,24.75,4.36,Q4,48160
Nandapur,2009,Cotton,93.5,22.37,21.57,360.12,24.25,28.34,1089.38,24.06,17.05,277.45,27.31,22.17,Q4,18320
Nandapur,2009,Paddy,24.15,32.08,0.47,70.43,35.76,11.78,460.45,23.36,23.21,102.5,30.24,5.1,Q4,43250
Nandapur,2009,Sunflower,99.23,24.55,23.99,415.33,18.4,31.29,1250.08,23.8,20.02,312.93,19.84,27.83,Q4,20380
Nandapur,2009,Tomato,36.23,25.78,29.48,120.77,24.99,39.68,471.7,24.29,9.22,154.85,26.53,10.8,Q2,94350
Nandapur,2011,Paddy,94.77,27.38,23.57,364.5,26.43,26.83,1101.61,23.43,19.37,272.51,28.29,22.23,Q4,18430
Nandapur,2011,Potato,77.69,24.87,1.32,329.99,26.44,10.04,987.15,26.41,27.29,249.76,28.02,6.87,Q4,45850
Nandapur,2011,Ragi,19.61,32.14,3.08,71.05,32.21,9.5,419.8,26.07,26.22,87.75,23.21,3.33,Q4,41000
Nandapur,2011,Wheat,105.72,21.38,0.74,443.36,20.67,14.54,1324.5,22.2,35.8,326.32,22.27,3.87,Q4,56400
Nandapur,2015,Groundnut,56.89,23.16,35.23,157.0,34.24,37.15,629.86,26.82,29.84,212.61,24.6,17.76,Q4,955760
Nandapur,2015,Mango,52.92,30.48,37.63,160.63,31.14,33.09,641.95,33.04,27.73,213.44,27.64,18.32,Q4,970630
Nandapur,2015,Turmeric,20.56,28.82,4.74,70.91,25.49,13.44,435.64,24.58,27.12,88.61,29.86,4.34,Q4,39320
Nandapur,2015,Wheat,13.9,33.39,2.01,68.31,30.97,15.31,402.56,22.78,27.09,89.7,27.16,2.78,Q4,36350
Nandapur,2018,Arecanut,16.46,30.29,27.18,71.27,23.56,26.07,418.51,28.6,21.44,88.66,30.1,15.66,Q4,620440
Nandapur,2018,Bengal Gram,24.27,25.32,3.17,82.43,30.54,14.22,464.58,27.95,27.68,101.58,28.96,3.09,Q4,41560
Nandapur,2018,Cotton,23.3,29.07,1.41,89.65,29.55,12.51,484.15,27.46,26.39,99.54,34.56,4.1,Q4,45170
Nandapur,2018,Maize,82.25,20.96,15.99,308.22,23.74,7.39,926.62,19.42,12.5,234.22,17.16,30.47,Q4,179050
Nandapur,2020,Groundnut,33.73,28.93,2.74,98.19,25.13,7.69,381.2,26.79,15.52,126.88,23.24,0.97,Q4,17580
Nandapur,2020,Pepper,16.56,32.03,0.12,64.61,30.37,15.33,424.53,25.43,28.87,87.32,33.37,4.72,Q4,38100
Nandapur,2020,Ragi,12.47,23.05,25.39,65.88,25.7,24.15,408.25,28.76,23.89,84.67,23.72,11.29,Q4,590360
Nandapur,2020,Sunflower,11.42,31.73,1.5,56.76,33.74,6.09,331.66,24.5,16.99,70.25,30.6,0.75,Q4,12430
Nandapur,2024,Onion,24.14,21.97,3.48,86.73,29.69,11.47,494.99,23.95,25.5,106.71,22.79,2.18,Q4,21400
Nandapur,2024,Sunflower,17.2,27.66,3.15,84.24,29.43,9.38,488.99,26.82,29.39,109.43,29.87,2.53,Q4,45600
Nandapur,2024,Tomato,16.31,28.06,2.83,78.33,29.84,14.48,438.55,22.65,29.12,89.08,25.77,3.58,Q4,39320
Nandapur,2024,Wheat,16.18,32.27,-1.07,71.39,33.05,8.45,460.46,30.95,23.72,93.78,25.03,5.1,Q4,43250
Nanjangud,2007,Bengal Gram,43.75,26.13,32.3,145.87,32.27,34.49,573.21,29.29,27.1,190.06,30.18,17.83,Q4,865680
Nanjangud,2007,Maize,109.65,21.21,25.66,434.83,22.3,32.67,1288.01,18.41,22.29,324.59,19.2,24.98,Q4,20950
Nanjangud,2007,Potato,101.54,22.39,5.05,398.04,30.94,15.16,1195.7,20.87,32.92,301.8,23.28,1.93,Q4,52800
Nanjangud,2007,Turmeric,15.62,32.23,-0.45,61.61,28.36,7.1,356.58,28.79,18.58,77.35,25.31,6.05,Q4,13680
Nanjangud,2009,Arecanut,37.97,25.56,-0.71,110.73,26.9,7.31,473.31,30.48,22.32,159.41,28.24,5.5,Q4,21450
Nanjangud,2009,Mango,99.02,23.29,23.83,389.1,30.36,30.5,1175.3,29.22,19.45,292.0,25.33,24.18,Q4,19350
Nanjangud,2009,Sugarcane,63.05,19.76,18.69,240.87,25.41,18.97,709.27,27.18,11.49,174.35,20.99,11.24,Q4,8920
Nanjangud,2009,Sunflower,27.52,25.62,25.2,102.96,21.33,32.79,414.69,27.28,7.28,136.74,29.12,6.65,Q2,80880
Nanjangud,2010,Arecanut,29.61,23.25,1.92,100.8,26.39,7.81,403.12,25.03,19.0,133.17,29.25,4.74,Q4,18690
Nanjangud,2010,Onion,60.65,27.26,20.63,238.84,24.89,19.54,718.25,29.01,11.98,178.29,19.7,8.95,Q4,9080
Nanjangud,2010,Paddy,35.22,29.66,24.56,109.18,30.29,37.17,417.76,19.86,7.97,133.83,26.04,5.83,Q2,83000
Nanjangud,2010,Wheat,79.53,24.16,20.72,287.65,21.05,21.22,878.82,17.95,13.53,223.87,23.69,13.2,Q4,11180
Nanjangud,2019,Bengal Gram,77.99,21.43,24.63,312.13,18.91,23.4,926.71,26.42,12.96,232.8,20.29,13.86,Q4,12250
Nanjangud,2019,Jowar,21.15,33.17,3.58,69.48,31.24,12.93,391.79,29.21,24.64,89.47,28.61,3.05,Q4,35920
Nanjangud,2019,Pepper,35.03,19.93,28.17,105.56,23.59,36.07,429.98,24.89,9.7,140.38,25.0,8.75,Q2,84260
Nanjangud,2019,Wheat,22.8,30.26,1.36,67.1,29.03,11.19,436.63,23.74,22.33,88.08,29.14,2.17,Q4,16320
Nanjangud,2023,Arecanut,54.25,21.65,2.98,152.99,32.84,10.09,594.44,23.11,30.78,192.92,25.78,2.15,Q4,48000
Nanjangud,2023,Coffee,29.91,26.46,-0.39,101.35,23.03,9.4,411.35,28.16,19.95,134.04,20.79,2.54,Q4,18920
Nanjangud,2023,Pepper,21.61,27.2,1.27,83.44,28.4,10.1,486.28,25.09,27.75,107.89,28.54,3.54,Q4,45600
Nanjangud,2023,Sunflower,22.45,26.44,3.5,75.88,26.16,10.41,456.11,23.66,20.27,101.66,24.13,4.4,Q4,17050
Nanjangud,2024,Jowar,12.32,26.22,0.7,66.21,32.15,15.11,395.38,30.26,23.39,87.17,32.61,4.86,Q4,36350
Nanjangud,2024,Millet,16.08,25.02,1.39,76.66,31.9,15.03,436.5,30.25,28.51,96.39,32.28,6.2,Q4,39320
Nanjangud,2024,Turmeric,99.42,21.66,24.81,410.2,28.15,31.8,1228.61,25.12,18.23,310.15,21.66,23.0,Q4,20150
Nanjangud,2024,Wheat,10.79,24.25,0.58,71.25,34.62,6.84,429.97,24.0,23.21,94.61,28.35,6.52,Q4,18910
Narasaraopet,2005,Onion,19.89,33.96,6.79,65.67,35.57,52.06,375.38,27.6,58.44,88.05,30.34,11.98,Q4,15480
Narasaraopet,2005,Ragi,68.82,24.8,15.74,277.23,21.38,8.05,824.12,17.88,12.63,203.87,25.18,26.6,Q4,160400
